violation_id,legal_doc,article,clause,point,vehicle_type,actor,behavior_canonical,behavior_raw,condition_text,fine_min,fine_max,fine_text,additional_penalty,penalty_duration,point_deduction,remedial_measure,effective_status,source_text,note
ND100_6_2_đ_0119,Nghị định 100/2019/NĐ-CP,6,2,đ,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Tụ tập từ 03 xe trở lên ở lòng đường, trong hầm đường bộ","tụ tập từ 03 xe trở lên ở lòng đường, trong hầm đường bộ",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm đ]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
đ) Dừng xe, đỗ xe ở lòng đường đô thị gây cản trở giao thông; tụ tập từ 03 xe trở lên ở lòng đường, trong hầm đường bộ; đỗ, để xe ở lòng đường đô thị, hè phố trái quy định của pháp luật;",
ND100_6_2_đ_0120,Nghị định 100/2019/NĐ-CP,6,2,đ,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Đỗ, để xe ở lòng đường đô thị, hè phố trái quy định","đỗ, để xe ở lòng đường đô thị, hè phố trái quy định của pháp luật",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm đ]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
đ) Dừng xe, đỗ xe ở lòng đường đô thị gây cản trở giao thông; tụ tập từ 03 xe trở lên ở lòng đường, trong hầm đường bộ; đỗ, để xe ở lòng đường đô thị, hè phố trái quy định của pháp luật;",
ND100_6_2_e_0121,Nghị định 100/2019/NĐ-CP,6,2,e,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Không nhường đường cho xe xin vượt hoặc xe trên đường ưu tiên,"Không nhường đường cho xe xin vượt khi có đủ điều kiện an toàn; không nhường đường cho xe đi trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới tại nơi đường giao nhau",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm e]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
e) Không nhường đường cho xe xin vượt khi có đủ điều kiện an toàn; không nhường đường cho xe đi trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới tại nơi đường giao nhau;",
ND100_6_2_i_0122,Nghị định 100/2019/NĐ-CP,6,2,i,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Không đội mũ bảo hiểm hoặc đội không cài quai đúng quy cách,"Không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi điều khiển xe tham gia giao thông trên đường bộ",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm i]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
i) Không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi điều khiển xe tham gia giao thông trên đường bộ;",
ND100_6_2_g_0123,Nghị định 100/2019/NĐ-CP,6,2,g,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Xe không được quyền ưu tiên lắp đặt, sử dụng thiết bị phát tín hiệu của xe được quyền ưu tiên","Xe không được quyền ưu tiên lắp đặt, sử dụng thiết bị phát tín hiệu của xe được quyền ưu tiên",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm g]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
g) Xe không được quyền ưu tiên lắp đặt, sử dụng thiết bị phát tín hiệu của xe được quyền ưu tiên;",
ND100_6_2_h_0124,Nghị định 100/2019/NĐ-CP,6,2,h,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Dừng xe, đỗ xe trên đường xe điện, điểm dừng đón trả khách của xe buýt, nơi đường bộ giao nhau, trên phần đường dành cho người đi bộ qua đường; dừng xe nơi có biển “Cấm dừng xe và đỗ xe”; đỗ xe tại nơi có biển “Cấm đỗ xe” hoặc biển “Cấm dừng xe và đỗ xe”; không tuân thủ các quy định về dừng xe, đỗ xe tại nơi đường bộ giao nhau cùng mức với đường sắt; dừng xe, đỗ xe trong phạm vi an toàn của đường sắt, trừ hành vi vi phạm quy định tại điểm b khoản 2, điểm b khoản 3 Điều 49 Nghị định số 100/2019/NĐ-CP (Cụ thể: Để vật chướng ngại lên đường sắt làm cản trở giao thông đường sắt)","Dừng xe, đỗ xe trên đường xe điện, điểm dừng đón trả khách của xe buýt, nơi đường bộ giao nhau, trên phần đường dành cho người đi bộ qua đường; dừng xe nơi có biển “Cấm dừng xe và đỗ xe”; đỗ xe tại nơi có biển “Cấm đỗ xe” hoặc biển “Cấm dừng xe và đỗ xe”; không tuân thủ các quy định về dừng xe, đỗ xe tại nơi đường bộ giao nhau cùng mức với đường sắt; dừng xe, đỗ xe trong phạm vi an toàn của đường sắt, trừ hành vi vi phạm quy định tại điểm b khoản 2, điểm b khoản 3 Điều 49 Nghị định số 100/2019/NĐ-CP (Cụ thể: Để vật chướng ngại lên đường sắt làm cản trở giao thông đường sắt)",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm h]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
h) Dừng xe, đỗ xe trên đường xe điện, điểm dừng đón trả khách của xe buýt, nơi đường bộ giao nhau, trên phần đường dành cho người đi bộ qua đường; dừng xe nơi có biển “Cấm dừng xe và đỗ xe”; đỗ xe tại nơi có biển “Cấm đỗ xe” hoặc biển",
ND100_6_2_l_0125,Nghị định 100/2019/NĐ-CP,6,2,l,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Chở theo 02 người trên xe trái quy định,"Chở theo 02 người trên xe, trừ trường hợp chở người bệnh đi cấp cứu, trẻ em dưới 14 tuổi, áp giải người có hành vi vi phạm pháp luật",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm l]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
l) Chở theo 02 người trên xe, trừ trường hợp chở người bệnh đi cấp cứu, trẻ em dưới 14 tuổi, áp giải người có hành vi vi phạm pháp luật;",
ND100_6_2_k_0126,Nghị định 100/2019/NĐ-CP,6,2,k,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự",Chở người ngồi trên xe không đội mũ bảo hiểm hoặc đội không cài quai đúng quy cách,"Chở người ngồi trên xe không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm k]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
k) Chở người ngồi trên xe không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách, trừ trường hợp chở người bệnh đi cấp cứu, trẻ em dưới 06 tuổi, áp giải người ",
ND100_6_3_b_0127,Nghị định 100/2019/NĐ-CP,6,3,b,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Chở từ 03 người trở lên trên xe,Chở theo từ 03 người trở lên trên xe,,400000,600000,Phạt tiền từ 400.000 đồng đến 600.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 3 - Điểm b]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
3. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
b) Chở theo từ 03 người trở lên trên xe;",
ND100_6_3_a_0128,Nghị định 100/2019/NĐ-CP,6,3,a,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Chuyển hướng không giảm tốc độ hoặc không có tín hiệu báo hướng rẽ,Chuyển hướng không giảm tốc độ hoặc không có tín hiệu báo hướng rẽ (trừ trường hợp điều khiển xe đi theo hướng cong của đoạn đường bộ ở nơi đường không giao nhau cùng mức),,400000,600000,Phạt tiền từ 400.000 đồng đến 600.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 3 - Điểm a]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
3. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
a) Chuyển hướng không giảm tốc độ hoặc không có tín hiệu báo hướng rẽ (trừ trường hợp điều khiển xe đi theo hướng cong của đoạn đường bộ ở nơi đường không giao nhau cùng mức);",
ND100_6_3_d_0129,Nghị định 100/2019/NĐ-CP,6,3,d,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Dừng xe, đỗ xe trên cầu","Dừng xe, đỗ xe trên cầu",,400000,600000,Phạt tiền từ 400.000 đồng đến 600.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 3 - Điểm d]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
3. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
d) Dừng xe, đỗ xe trên cầu;",
ND100_6_2_m_0130,Nghị định 100/2019/NĐ-CP,6,2,m,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Ngồi phía sau vòng tay qua người ngồi trước để điều khiển xe,"Ngồi phía sau vòng tay qua người ngồi trước để điều khiển xe, trừ trường hợp chở trẻ em ngồi phía trước.",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm m]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
m) Ngồi phía sau vòng tay qua người ngồi trước để điều khiển xe, trừ trường hợp chở trẻ em ngồi phía trước.",
