violation_id,legal_doc,article,clause,point,vehicle_type,actor,behavior_canonical,behavior_raw,condition_text,fine_min,fine_max,fine_text,additional_penalty,penalty_duration,point_deduction,remedial_measure,effective_status,source_text,note,behavior_category
ND100_9_1_a_0278,Nghị định 100/2019/NĐ-CP,9,1,a,người đi bộ,Người đi bộ,Vượt qua dải phân cách,vượt qua dải phân cách,,60000,100000,từ 60.000 đồng đến 100.000 đồng,Phạt tiền,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 9 - Khoản 1 - Điểm a]
Điều 9. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
a) Không đi đúng phần đường quy định; vượt qua dải phân cách; đi qua đường không đúng nơi quy định hoặc không bảo đảm an toàn;",,khác
ND100_9_1_a_0279,Nghị định 100/2019/NĐ-CP,9,1,a,người đi bộ,Người đi bộ,Đi qua đường không đúng nơi quy định hoặc không bảo đảm an toàn,đi qua đường không đúng nơi quy định hoặc không bảo đảm an toàn,,60000,100000,từ 60.000 đồng đến 100.000 đồng,Phạt tiền,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 9 - Khoản 1 - Điểm a]
Điều 9. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
a) Không đi đúng phần đường quy định; vượt qua dải phân cách; đi qua đường không đúng nơi quy định hoặc không bảo đảm an toàn;",,khác
ND100_9_1_c_0275,Nghị định 100/2019/NĐ-CP,9,1,c,người đi bộ,Người đi bộ,"Không chấp hành hiệu lệnh, hướng dẫn của người điều khiển hoặc kiểm soát giao thông","Không chấp hành hiệu lệnh, hướng dẫn của người điều khiển giao thông hoặc người kiểm soát giao thông",,60000,100000,Phạt tiền từ 60.000 đồng đến 100.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 9 - Khoản 1 - Điểm c]
Điều 9. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
c) Không chấp hành hiệu lệnh, hướng dẫn của người điều khiển giao thông hoặc người kiểm soát giao thông;",,tín hiệu/biển báo
ND100_47_1_0984,Nghị định 100/2019/NĐ-CP,47,1,,người đi bộ,Người đi bộ,"Vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển hoặc đã đóng","vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển hoặc đã đóng",,60000,100000,Phạt tiền từ 60.000 đồng đến 100.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 47 - Khoản 1]
Điều 47. Xử phạt các hành vi vi phạm quy định về quy tắc giao thông tại đường ngang, cầu chung, hầm đường sắt
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển hoặc đã đóng; vượt qua đường ngang khi đèn đỏ đã bật sáng; không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường hoặc hướng dẫn của nhân viên gác đường ngang, cầu chung, hầm khi đi qua đường ngang, cầu chung, hầm.",,khác
ND168_10_1_a_0305,Nghị định 168/2024/NĐ-CP,10,1,a,người đi bộ,Người đi bộ,Không đi đúng phần đường quy định,Không đi đúng phần đường quy định,,150000,250000,Phạt tiền từ 150.000 đồng đến 250.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 10 - Khoản 1 - Điểm a]
Điều 10. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
a) Không đi đúng phần đường quy định; vượt qua dải phân cách; đi qua đường không đúng nơi quy định; đi qua đường không có tín hiệu bằng tay theo quy định;",,làn/phần đường
ND100_9_1_b_0276,Nghị định 100/2019/NĐ-CP,9,1,b,người đi bộ,Người đi bộ,"Không chấp hành hiệu lệnh hoặc chỉ dẫn của đèn tín hiệu, biển báo hiệu, vạch kẻ đường, trừ hành vi vi phạm quy định tại khoản 2 Điều 9 Nghị định số 100/2019/NĐ-CP (Cụ thể: đi vào đường cao tốc, trừ người phục vụ việc quản lý, bảo trì đường cao tốc)","Không chấp hành hiệu lệnh hoặc chỉ dẫn của đèn tín hiệu, biển báo hiệu, vạch kẻ đường, trừ hành vi vi phạm quy định tại khoản 2 Điều 9 Nghị định số 100/2019/NĐ-CP (Cụ thể: đi vào đường cao tốc, trừ người phục vụ việc quản lý, bảo trì đường cao tốc)",,60000,100000,Phạt tiền từ 60.000 đồng đến 100.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 9 - Khoản 1 - Điểm b]
Điều 9. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
b) Không chấp hành hiệu lệnh hoặc chỉ dẫn của đèn tín hiệu, biển báo hiệu, vạch kẻ đường, trừ hành vi vi phạm quy định tại khoản 2 Điều này;",,tín hiệu/biển báo
ND100_47_1_0985,Nghị định 100/2019/NĐ-CP,47,1,,người đi bộ,Người đi bộ,Vượt qua đường ngang khi đèn đỏ đã bật sáng,vượt qua đường ngang khi đèn đỏ đã bật sáng,,60000,100000,Phạt tiền từ 60.000 đồng đến 100.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 47 - Khoản 1]
Điều 47. Xử phạt các hành vi vi phạm quy định về quy tắc giao thông tại đường ngang, cầu chung, hầm đường sắt
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển hoặc đã đóng; vượt qua đường ngang khi đèn đỏ đã bật sáng; không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường hoặc hướng dẫn của nhân viên gác đường ngang, cầu chung, hầm khi đi qua đường ngang, cầu chung, hầm.",,tín hiệu/biển báo
ND168_10_1_a_0306,Nghị định 168/2024/NĐ-CP,10,1,a,người đi bộ,Người đi bộ,Vượt qua dải phân cách,vượt qua dải phân cách,,150000,250000,Phạt tiền từ 150.000 đồng đến 250.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 10 - Khoản 1 - Điểm a]
Điều 10. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
a) Không đi đúng phần đường quy định; vượt qua dải phân cách; đi qua đường không đúng nơi quy định; đi qua đường không có tín hiệu bằng tay theo quy định;",,khác
ND100_9_1_d_0281,Nghị định 100/2019/NĐ-CP,9,1,d,người đi bộ,Người đi bộ,"Mang, vác vật cồng kềnh gây cản trở giao thông","Mang, vác vật cồng kềnh gây cản trở giao thông",,60000,100000,Phạt tiền từ 60.000 đồng đến 100.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 9 - Khoản 1 - Điểm d]
Điều 9. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
d) Mang, vác vật cồng kềnh gây cản trở giao thông;",,khác
ND100_47_1_0986,Nghị định 100/2019/NĐ-CP,47,1,,người đi bộ,Người đi bộ,"Không chấp hành hiệu lệnh, chỉ dẫn khi đi qua đường ngang, cầu chung, hầm","không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường hoặc hướng dẫn của nhân viên gác đường ngang, cầu chung, hầm khi đi qua đường ngang, cầu chung, hầm",,60000,100000,Phạt tiền từ 60.000 đồng đến 100.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 47 - Khoản 1]
Điều 47. Xử phạt các hành vi vi phạm quy định về quy tắc giao thông tại đường ngang, cầu chung, hầm đường sắt
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển hoặc đã đóng; vượt qua đường ngang khi đèn đỏ đã bật sáng; không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường hoặc hướng dẫn của nhân viên gác đường ngang, cầu chung, hầm khi đi qua đường ngang, cầu chung, hầm.",,tín hiệu/biển báo
ND168_10_1_a_0307,Nghị định 168/2024/NĐ-CP,10,1,a,người đi bộ,Người đi bộ,Đi qua đường không đúng nơi quy định,đi qua đường không đúng nơi quy định,,150000,250000,Phạt tiền từ 150.000 đồng đến 250.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 10 - Khoản 1 - Điểm a]
Điều 10. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
a) Không đi đúng phần đường quy định; vượt qua dải phân cách; đi qua đường không đúng nơi quy định; đi qua đường không có tín hiệu bằng tay theo quy định;",,khác
ND100_9_1_đ_0284,Nghị định 100/2019/NĐ-CP,9,1,đ,người đi bộ,Người đi bộ,"Đu, bám vào phương tiện giao thông đang chạy","Đu, bám vào phương tiện giao thông đang chạy.",,60000,100000,Phạt tiền từ 60.000 đồng đến 100.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 9 - Khoản 1 - Điểm đ]
Điều 9. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
đ) Đu, bám vào phương tiện giao thông đang chạy.",,khác
ND168_10_1_a_0308,Nghị định 168/2024/NĐ-CP,10,1,a,người đi bộ,Người đi bộ,Đi qua đường không có tín hiệu bằng tay theo quy định,đi qua đường không có tín hiệu bằng tay theo quy định,,150000,250000,Phạt tiền từ 150.000 đồng đến 250.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 10 - Khoản 1 - Điểm a]
Điều 10. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
a) Không đi đúng phần đường quy định; vượt qua dải phân cách; đi qua đường không đúng nơi quy định; đi qua đường không có tín hiệu bằng tay theo quy định;",,tín hiệu/biển báo
ND100_9_2_0285,Nghị định 100/2019/NĐ-CP,9,2,,người đi bộ,Người đi bộ,Đi vào đường cao tốc,"đi vào đường cao tốc, trừ người phục vụ việc quản lý, bảo trì đường cao tốc",,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 9 - Khoản 2]
Điều 9. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người đi bộ đi vào đường cao tốc, trừ người phục vụ việc quản lý, bảo trì đường cao tốc.",,khác
ND100_10_1_c_0290,Nghị định 100/2019/NĐ-CP,10,1,c,xe súc vật kéo,"Người điều khiển, dẫn dắt súc vật, điều khiển xe súc vật kéo",Không đủ dụng cụ đựng hoặc không dọn sạch chất thải của súc vật,"Không đủ dụng cụ đựng chất thải của súc vật hoặc không dọn sạch chất thải của súc vật thải ra đường, hè phố",,60000,100000,Phạt tiền từ 60.000 đồng đến 100.000 đồng,Phạt tiền,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 10 - Khoản 1 - Điểm c]
Điều 10. Xử phạt người điều khiển, dẫn dắt súc vật, điều khiển xe súc vật kéo vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với một trong các hành vi vi phạm sau đây:
c) Không đủ dụng cụ đựng chất thải của súc vật hoặc không dọn sạch chất thải của súc vật thải ra đường, hè phố;",,khác
